pedido_id,cliente_id,restaurante_id,producto_id,fecha_id,estado_pedido,cantidad,monto_total
687,49,20,82,79,preparando,1,17.67
688,45,4,32,481,cancelado,1,17.36
689,130,14,42,434,preparando,2,12.12
690,104,12,3,145,cancelado,4,37.96
691,182,15,30,550,completado,3,11.79
692,119,9,72,509,cancelado,1,18.11
693,133,12,86,234,completado,2,10.48
694,52,4,12,512,preparando,1,10.87
695,16,20,5,314,preparando,1,18.16
696,7,9,27,400,cancelado,4,62.0
697,99,6,91,257,pendiente,1,18.58
698,83,2,32,328,pendiente,3,52.08
699,138,12,28,425,completado,4,12.76
700,123,10,54,614,completado,2,27.26
701,19,18,35,643,cancelado,3,21.81
702,190,9,26,182,completado,2,20.16
703,10,5,12,446,cancelado,4,43.48
704,96,15,8,196,preparando,4,67.4
705,193,8,79,6,preparando,2,21.34
706,8,1,74,264,cancelado,3,37.56
707,29,1,17,207,preparando,3,40.17
708,140,20,10,563,cancelado,1,5.65
709,30,20,73,413,cancelado,3,40.29
710,190,6,48,191,cancelado,3,34.86
711,2,15,15,112,cancelado,3,51.69
712,92,20,94,106,completado,3,20.13
713,147,5,9,168,preparando,1,8.7
714,175,20,49,78,pendiente,4,50.36
715,21,14,98,159,pendiente,3,46.5
716,69,8,99,261,cancelado,1,14.01
717,64,19,71,674,pendiente,2,18.72
718,11,12,37,144,preparando,3,18.63
719,170,13,6,154,preparando,1,3.28
720,51,18,41,668,cancelado,4,45.64
721,165,16,44,308,cancelado,1,12.82
722,77,12,67,518,preparando,1,8.24
723,175,19,78,363,pendiente,2,24.7
724,93,8,35,320,pendiente,2,14.54
725,132,3,41,122,pendiente,4,45.64
726,8,13,69,401,preparando,4,54.16
727,1,10,73,679,cancelado,1,13.43
728,172,12,41,285,pendiente,1,11.41
729,85,9,66,389,pendiente,3,57.72
730,59,16,43,681,pendiente,4,70.04
731,13,18,14,651,cancelado,3,50.01
732,43,20,84,583,preparando,2,33.36
733,9,10,97,608,pendiente,4,65.48
734,96,9,33,197,pendiente,3,42.54
735,49,11,83,70,preparando,3,26.19
736,106,17,76,641,preparando,4,13.48
737,58,7,98,275,cancelado,1,15.5
738,63,18,62,724,preparando,2,11.96
739,74,1,75,385,pendiente,2,33.74
740,123,5,51,528,preparando,3,30.21
741,170,18,67,392,preparando,4,32.96
742,148,10,74,364,completado,3,37.56
743,119,9,43,584,completado,1,17.51
744,45,20,18,276,preparando,1,14.81
745,185,7,33,702,pendiente,2,28.36
746,69,12,99,581,preparando,3,42.03
747,119,16,13,215,cancelado,1,13.82
748,181,17,32,575,preparando,1,17.36
749,124,4,6,612,pendiente,2,6.56
750,136,17,76,655,cancelado,4,13.48
751,48,7,2,64,preparando,2,38.9
752,57,16,38,596,preparando,1,8.08
753,171,5,3,730,completado,2,18.98
754,67,16,12,81,completado,1,10.87
755,89,14,81,323,pendiente,3,19.08
756,189,9,3,191,preparando,2,18.98
757,159,13,82,30,pendiente,2,35.34
758,119,1,7,219,completado,4,75.76
759,133,14,33,317,completado,4,56.72
760,10,2,70,666,preparando,2,8.4
761,51,10,88,456,pendiente,2,34.08
762,5,2,56,220,pendiente,2,26.8
763,118,14,95,597,completado,1,19.3
764,118,12,36,456,pendiente,1,19.88
765,170,10,98,423,preparando,1,15.5
766,185,8,18,558,completado,3,44.43
767,39,14,36,416,preparando,4,79.52
768,89,20,51,181,pendiente,2,20.14
769,148,12,28,303,preparando,1,3.19
770,89,9,80,49,preparando,3,50.25
771,83,16,66,54,completado,4,76.96
772,110,6,100,521,completado,4,77.28
773,30,20,80,370,preparando,2,33.5
774,190,9,5,382,preparando,1,18.16
775,199,4,71,476,completado,1,9.36
776,97,12,41,60,cancelado,1,11.41
777,64,1,27,267,preparando,4,62.0
778,197,2,46,194,completado,1,6.77
779,77,18,15,529,cancelado,3,51.69
780,176,20,92,9,pendiente,1,13.96
781,169,1,90,141,cancelado,4,45.8
782,144,16,76,506,cancelado,1,3.37
783,174,3,19,688,pendiente,1,6.98
784,28,1,14,652,pendiente,3,50.01
785,185,7,40,598,pendiente,4,39.0
786,194,13,9,699,completado,4,34.8
787,113,15,43,380,preparando,1,17.51
788,120,12,98,13,completado,1,15.5
789,93,16,64,458,completado,3,33.21
790,135,15,15,216,cancelado,3,51.69
791,171,15,41,578,cancelado,4,45.64
792,97,16,80,102,cancelado,3,50.25
793,99,11,9,569,completado,3,26.1
794,29,10,92,252,completado,2,27.92
795,2,17,42,232,cancelado,2,12.12
796,116,14,78,608,completado,2,24.7
797,107,19,56,211,preparando,3,40.2
798,98,3,20,23,pendiente,3,50.85
799,67,17,27,73,cancelado,2,31.0
800,109,1,96,402,pendiente,2,10.78
801,117,6,15,13,preparando,1,17.23
802,145,11,45,467,pendiente,3,48.36
803,115,4,62,469,pendiente,2,11.96
804,176,4,27,351,pendiente,1,15.5
805,65,11,75,570,preparando,2,33.74
806,138,19,10,140,pendiente,1,5.65
807,78,19,98,442,pendiente,2,31.0
808,127,7,8,182,cancelado,3,50.55
809,5,12,86,136,pendiente,3,15.72
810,108,13,80,252,pendiente,1,16.75
811,171,7,26,654,cancelado,4,40.32
812,154,1,27,696,pendiente,3,46.5
813,169,1,9,463,cancelado,4,34.8
814,23,13,62,461,cancelado,3,17.94
815,145,4,81,642,preparando,2,12.72
816,126,13,12,432,preparando,3,32.61
817,76,20,51,164,preparando,3,30.21
818,92,1,72,506,cancelado,4,72.44
819,106,13,72,252,cancelado,4,72.44
820,184,7,23,154,cancelado,2,34.1
821,199,11,97,239,cancelado,1,16.37
822,84,19,40,321,cancelado,4,39.0
823,98,12,85,210,completado,1,10.69
824,101,11,40,559,pendiente,3,29.25
825,32,1,42,160,cancelado,2,12.12
826,14,4,84,136,preparando,1,16.68
827,92,3,18,12,pendiente,3,44.43
828,72,13,67,336,pendiente,1,8.24
829,185,19,15,100,pendiente,4,68.92
830,193,14,42,445,completado,3,18.18
831,164,10,96,294,cancelado,2,10.78
832,186,1,12,195,pendiente,1,10.87
833,80,2,8,477,cancelado,4,67.4
834,94,16,54,32,pendiente,4,54.52
835,182,15,21,92,preparando,2,20.76
836,93,20,4,240,cancelado,3,51.9
837,59,3,5,291,completado,4,72.64
838,1,16,59,312,pendiente,3,19.41
839,190,20,57,510,pendiente,1,17.22
840,131,13,5,144,cancelado,3,54.48
841,163,20,80,183,cancelado,2,33.5
842,17,18,30,23,pendiente,1,3.93
843,151,2,19,447,preparando,2,13.96
844,188,11,73,578,cancelado,4,53.72
845,194,7,98,367,completado,3,46.5
846,69,17,69,31,preparando,1,13.54
847,179,11,48,501,cancelado,2,23.24
848,26,17,45,587,completado,3,48.36
849,25,17,34,536,cancelado,4,50.28
850,81,11,87,354,preparando,1,11.68
851,123,8,26,19,cancelado,4,40.32
852,65,20,25,506,pendiente,4,68.44
853,1,15,49,715,pendiente,2,25.18
854,194,16,68,619,preparando,2,37.0
855,170,7,47,527,cancelado,2,31.84
856,51,18,20,501,cancelado,3,50.85
857,74,19,38,466,preparando,1,8.08
858,47,16,39,408,preparando,4,17.28
859,47,18,55,240,pendiente,2,14.58
860,83,14,35,399,pendiente,3,21.81
861,98,13,57,327,completado,2,34.44
862,88,5,88,221,cancelado,1,17.04
863,102,6,8,449,pendiente,2,33.7
864,187,18,43,451,pendiente,1,17.51
865,110,7,11,429,completado,4,30.08
866,122,4,29,26,pendiente,4,37.64
867,26,7,75,303,pendiente,3,50.61
868,160,6,62,36,cancelado,4,23.92
869,26,6,83,489,completado,1,8.73
870,32,20,86,292,cancelado,3,15.72
871,23,19,17,77,pendiente,3,40.17
872,167,19,98,176,completado,2,31.0
873,148,1,85,195,cancelado,1,10.69
874,161,14,25,599,preparando,4,68.44
875,57,4,58,117,completado,1,13.72
876,40,19,36,236,cancelado,2,39.76
877,172,8,62,307,completado,2,11.96
878,30,12,34,185,completado,4,50.28
879,147,12,48,137,pendiente,1,11.62
880,108,5,62,626,completado,4,23.92
881,61,15,56,523,completado,2,26.8
882,58,12,52,195,completado,3,25.17
883,4,1,85,653,completado,1,10.69
884,31,2,6,173,pendiente,4,13.12
885,185,12,90,470,completado,4,45.8
886,95,6,27,580,completado,1,15.5
887,58,20,85,149,completado,4,42.76
888,147,10,38,408,pendiente,2,16.16
889,26,10,35,32,completado,1,7.27
890,67,17,62,367,preparando,3,17.94
891,158,3,85,271,pendiente,1,10.69
892,136,20,6,194,pendiente,1,3.28
893,126,9,7,468,preparando,3,56.82
894,183,2,100,385,preparando,3,57.96
895,173,18,80,113,pendiente,2,33.5
896,170,19,47,147,preparando,1,15.92
897,156,16,29,568,cancelado,1,9.41
898,11,14,10,329,cancelado,4,22.6
899,41,1,84,439,cancelado,4,66.72
900,188,4,54,678,cancelado,2,27.26
901,58,8,58,631,pendiente,1,13.72
902,184,16,94,452,cancelado,2,13.42
903,147,4,47,519,completado,1,15.92
904,45,20,26,47,preparando,3,30.24
905,18,1,79,557,cancelado,2,21.34
906,159,16,95,4,pendiente,1,19.3
907,34,6,11,223,completado,4,30.08
908,66,14,82,708,pendiente,2,35.34
909,178,20,28,241,preparando,3,9.57
910,147,17,9,241,preparando,1,8.7
911,99,3,2,669,cancelado,2,38.9
912,184,12,15,225,completado,3,51.69
913,19,1,90,285,completado,1,11.45
914,51,7,28,159,preparando,4,12.76
915,149,6,80,550,preparando,4,67.0
916,182,20,44,397,preparando,3,38.46
917,102,10,11,361,pendiente,1,7.52
918,65,5,74,663,completado,3,37.56
919,161,14,63,342,preparando,3,16.86
920,175,7,31,11,preparando,1,11.85
921,120,9,16,33,cancelado,4,22.08
922,125,3,94,127,preparando,2,13.42
923,5,12,86,569,pendiente,3,15.72
924,79,18,31,194,cancelado,4,47.4
925,18,16,60,183,completado,4,70.8
926,65,13,18,401,completado,1,14.81
927,92,15,51,387,cancelado,3,30.21
928,25,6,92,715,completado,4,55.84
929,199,11,9,564,pendiente,4,34.8
930,14,6,5,249,cancelado,2,36.32
931,97,15,59,508,completado,4,25.88
932,22,4,61,654,preparando,1,11.62
933,67,11,100,507,preparando,3,57.96
934,48,13,86,585,cancelado,3,15.72
935,84,20,10,611,cancelado,2,11.3
936,72,9,63,149,cancelado,1,5.62
937,125,20,42,40,pendiente,3,18.18
938,35,5,19,367,completado,2,13.96
939,52,2,84,575,cancelado,4,66.72
940,138,16,15,264,completado,2,34.46
941,88,16,65,582,pendiente,2,25.62
942,46,17,40,449,cancelado,4,39.0
943,3,6,97,550,cancelado,2,32.74
944,156,8,68,635,pendiente,4,74.0
945,3,9,56,77,completado,2,26.8
946,200,1,92,85,preparando,2,27.92
947,115,7,12,586,pendiente,3,32.61
948,34,14,16,244,pendiente,1,5.52
949,42,11,44,445,cancelado,1,12.82
950,152,8,75,7,preparando,2,33.74
951,5,18,48,158,cancelado,1,11.62
952,162,4,30,283,cancelado,3,11.79
953,86,8,90,162,cancelado,3,34.35
954,85,4,44,140,cancelado,1,12.82
955,36,12,93,673,pendiente,4,75.4
956,103,5,72,154,cancelado,2,36.22
957,63,10,61,496,preparando,2,23.24
958,73,11,72,604,completado,3,54.33
959,67,18,88,649,completado,3,51.12
960,159,5,36,385,preparando,1,19.88
961,7,1,36,722,cancelado,2,39.76
962,62,17,17,508,completado,4,53.56
963,29,10,71,577,completado,3,28.08
964,114,17,31,105,completado,1,11.85
965,109,1,90,343,completado,2,22.9
966,61,18,65,573,completado,4,51.24
967,164,10,79,185,preparando,4,42.68
968,196,14,56,558,pendiente,4,53.6
969,22,17,13,717,cancelado,1,13.82
970,169,15,9,392,completado,3,26.1
971,169,10,47,531,cancelado,2,31.84
972,97,2,42,407,completado,3,18.18
973,19,19,63,589,pendiente,3,16.86
974,179,12,57,657,completado,4,68.88
975,5,10,67,346,completado,3,24.72
976,150,16,82,251,preparando,2,35.34
977,198,11,16,314,completado,2,11.04
978,120,8,13,307,completado,1,13.82
979,30,11,11,526,preparando,3,22.56
980,178,1,68,196,preparando,1,18.5
981,133,18,58,74,preparando,3,41.16
982,23,6,55,729,preparando,4,29.16
983,1,9,94,712,preparando,2,13.42
984,124,1,55,678,completado,2,14.58
985,122,11,94,194,completado,4,26.84
986,72,3,76,179,preparando,4,13.48
987,61,12,44,377,cancelado,4,51.28
988,79,10,65,487,cancelado,1,12.81
989,122,9,2,708,completado,4,77.8
990,191,5,98,608,cancelado,1,15.5
991,61,6,3,582,completado,2,18.98
992,80,2,46,84,cancelado,1,6.77
993,124,6,78,145,completado,4,49.4
994,188,2,86,284,pendiente,1,5.24
995,146,5,36,467,cancelado,2,39.76
996,177,8,71,530,preparando,3,28.08
997,179,8,27,148,pendiente,2,31.0
998,69,10,82,684,cancelado,4,70.68
999,33,8,12,526,cancelado,4,43.48
1000,154,15,80,479,completado,2,33.5
1001,59,6,42,25,preparando,1,6.06
1002,49,5,38,602,completado,2,16.16
1003,198,16,22,625,preparando,4,65.72
1004,186,20,25,599,completado,3,51.33
1005,45,6,16,192,cancelado,2,11.04
1006,161,7,93,480,cancelado,4,75.4
1007,118,19,15,219,pendiente,1,17.23
1008,161,14,72,237,pendiente,2,36.22
1009,104,7,63,165,cancelado,1,5.62
1010,137,16,39,691,cancelado,4,17.28
1011,140,2,53,13,pendiente,3,44.49
1012,149,5,6,196,cancelado,4,13.12
1013,67,13,24,344,completado,4,49.4
1014,113,14,78,260,completado,1,12.35
1015,102,17,82,316,pendiente,4,70.68
1016,134,7,67,564,completado,2,16.48
1017,66,10,81,253,preparando,2,12.72
1018,144,18,20,345,cancelado,2,33.9
1019,179,9,63,190,pendiente,1,5.62
1020,30,6,1,612,pendiente,2,12.48
1021,48,20,46,337,pendiente,2,13.54
1022,126,9,5,546,preparando,2,36.32
1023,91,17,38,400,cancelado,2,16.16
1024,159,1,48,640,cancelado,4,46.48
1025,48,15,71,265,preparando,1,9.36
1026,20,18,37,716,completado,2,12.42
1027,13,18,2,545,cancelado,1,19.45
1028,123,11,17,489,cancelado,1,13.39
1029,178,20,23,709,pendiente,2,34.1
1030,97,3,72,628,completado,1,18.11
1031,175,5,94,135,pendiente,1,6.71
1032,117,18,79,204,preparando,3,32.01
1033,173,5,32,189,pendiente,1,17.36
1034,104,1,32,299,pendiente,1,17.36
1035,125,3,99,609,pendiente,3,42.03
1036,148,13,11,203,completado,2,15.04
1037,119,13,6,369,cancelado,4,13.12
1038,114,16,33,421,completado,4,56.72
1039,133,17,17,592,cancelado,3,40.17
1040,199,18,3,559,preparando,4,37.96
1041,10,16,70,57,preparando,2,8.4
1042,35,7,41,634,completado,2,22.82
1043,31,18,81,421,preparando,2,12.72
1044,150,6,94,287,preparando,1,6.71
1045,200,13,43,156,preparando,4,70.04
1046,5,12,28,346,cancelado,4,12.76
1047,146,16,77,265,pendiente,2,20.88
1048,140,11,44,204,preparando,3,38.46
1049,123,6,58,119,pendiente,3,41.16
1050,67,13,98,323,preparando,1,15.5
1051,112,4,6,442,cancelado,2,6.56
1052,118,3,43,380,completado,1,17.51
1053,31,6,6,227,cancelado,2,6.56
1054,143,1,59,588,cancelado,2,12.94
1055,139,3,10,137,completado,2,11.3
1056,86,1,81,181,preparando,3,19.08
1057,143,18,80,408,cancelado,1,16.75
1058,68,2,7,214,completado,1,18.94
1059,154,17,13,3,cancelado,3,41.46
1060,55,12,25,532,cancelado,4,68.44
1061,25,7,59,232,completado,3,19.41
1062,100,18,44,129,pendiente,3,38.46
1063,5,7,77,392,cancelado,1,10.44
1064,193,3,31,289,cancelado,1,11.85
1065,49,2,4,24,cancelado,3,51.9
1066,161,16,30,521,pendiente,3,11.79
1067,100,16,76,258,cancelado,3,10.11
1068,159,16,99,27,cancelado,3,42.03
1069,30,6,10,687,preparando,4,22.6
1070,136,8,49,442,cancelado,3,37.77
1071,170,19,93,352,preparando,2,37.7
1072,99,20,4,565,completado,3,51.9
1073,68,10,21,335,cancelado,3,31.14
1074,169,17,10,289,cancelado,1,5.65
1075,179,5,92,1,preparando,3,41.88
1076,100,4,67,520,completado,1,8.24
1077,60,8,73,185,completado,4,53.72
1078,63,12,5,306,preparando,1,18.16
1079,90,12,70,473,pendiente,2,8.4
1080,93,10,88,29,pendiente,4,68.16
1081,142,10,26,537,preparando,4,40.32
1082,54,15,16,222,cancelado,3,16.56
1083,15,13,66,476,completado,1,19.24
1084,187,17,52,134,cancelado,2,16.78
1085,84,15,74,650,pendiente,1,12.52
1086,73,3,5,201,pendiente,1,18.16
1087,65,3,27,656,preparando,4,62.0
1088,31,12,14,55,completado,2,33.34
1089,148,8,74,333,completado,3,37.56
1090,150,8,85,561,preparando,2,21.38
1091,39,20,44,105,completado,3,38.46
1092,13,8,35,646,preparando,3,21.81
1093,52,15,27,459,cancelado,2,31.0
1094,153,8,73,65,preparando,1,13.43
1095,137,15,12,460,pendiente,1,10.87
1096,27,5,64,188,completado,4,44.28
1097,192,19,85,665,cancelado,1,10.69
1098,191,6,1,496,preparando,4,24.96
1099,187,4,75,320,pendiente,4,67.48
1100,54,14,70,399,completado,2,8.4
1101,143,19,10,566,cancelado,1,5.65
1102,121,16,16,365,cancelado,3,16.56
1103,195,5,10,497,pendiente,2,11.3
1104,109,10,24,653,completado,1,12.35
1105,64,7,36,364,preparando,1,19.88
1106,13,11,87,324,completado,4,46.72
1107,37,12,52,280,cancelado,4,33.56
1108,58,13,83,18,completado,4,34.92
1109,88,16,42,520,pendiente,3,18.18
1110,76,1,43,102,cancelado,4,70.04
1111,17,5,23,428,preparando,3,51.15
1112,15,1,83,661,completado,2,17.46
1113,11,19,82,119,completado,1,17.67
1114,189,6,91,301,preparando,3,55.74
1115,131,6,64,241,completado,3,33.21
1116,51,19,66,57,preparando,4,76.96
1117,187,15,36,139,completado,2,39.76
1118,103,12,65,282,preparando,3,38.43
1119,165,4,67,150,completado,3,24.72
1120,49,13,45,331,cancelado,4,64.48
1121,135,13,30,98,pendiente,2,7.86
1122,55,5,36,328,completado,3,59.64
1123,26,19,83,336,cancelado,2,17.46
1124,38,2,67,687,pendiente,4,32.96
1125,151,4,45,453,pendiente,1,16.12
1126,5,2,17,531,pendiente,3,40.17
1127,175,4,63,195,pendiente,1,5.62
1128,22,17,68,490,completado,3,55.5
1129,193,8,68,225,completado,1,18.5
1130,140,14,63,149,completado,3,16.86
1131,110,14,2,387,pendiente,4,77.8
1132,137,1,61,143,cancelado,4,46.48
1133,15,2,27,652,preparando,1,15.5
1134,193,4,4,156,pendiente,1,17.3
1135,152,20,34,225,cancelado,1,12.57
1136,158,6,87,313,completado,4,46.72
1137,199,7,59,678,cancelado,1,6.47
1138,174,16,90,157,completado,2,22.9
1139,87,7,67,366,pendiente,1,8.24
1140,62,17,48,316,completado,3,34.86
1141,106,16,81,578,cancelado,1,6.36
1142,92,20,2,39,preparando,4,77.8
1143,4,20,5,47,preparando,2,36.32
1144,164,19,97,715,completado,2,32.74
1145,18,14,88,190,pendiente,2,34.08
1146,160,4,53,424,pendiente,2,29.66
1147,4,10,67,72,cancelado,1,8.24
1148,186,12,63,437,pendiente,4,22.48
1149,17,16,41,648,cancelado,4,45.64
1150,114,4,37,459,completado,1,6.21
1151,168,19,37,351,cancelado,1,6.21
1152,195,9,54,265,completado,3,40.89
1153,190,15,25,201,pendiente,2,34.22
1154,182,13,28,206,pendiente,4,12.76
1155,45,20,34,715,pendiente,4,50.28
1156,133,8,1,583,cancelado,2,12.48
1157,68,2,50,521,completado,1,15.5
1158,99,12,4,81,cancelado,3,51.9
1159,88,11,9,233,cancelado,1,8.7
1160,118,9,94,627,cancelado,4,26.84
1161,131,5,65,432,preparando,3,38.43
1162,77,20,22,564,cancelado,4,65.72
1163,142,12,75,440,preparando,4,67.48
1164,24,8,29,417,cancelado,1,9.41
1165,51,6,4,679,pendiente,4,69.2
1166,187,6,86,544,pendiente,4,20.96
1167,117,8,12,113,completado,4,43.48
1168,199,20,46,393,preparando,3,20.31
1169,192,1,19,91,completado,2,13.96
1170,61,5,13,523,cancelado,1,13.82
1171,156,7,15,686,cancelado,4,68.92
1172,106,18,67,252,pendiente,2,16.48
1173,126,3,31,208,cancelado,2,23.7
1174,61,7,82,493,preparando,3,53.01
1175,35,3,37,288,completado,4,24.84
1176,76,13,78,88,completado,3,37.05
1177,44,1,65,391,pendiente,4,51.24
1178,199,15,61,245,pendiente,3,34.86
1179,199,15,35,152,pendiente,1,7.27
1180,185,18,72,211,cancelado,4,72.44
1181,27,3,74,4,cancelado,2,25.04
1182,195,9,31,576,pendiente,1,11.85
1183,71,9,52,476,pendiente,3,25.17
1184,40,1,48,719,pendiente,2,23.24
1185,78,15,53,316,cancelado,1,14.83
1186,104,3,41,562,cancelado,1,11.41
1187,38,18,57,471,preparando,1,17.22
1188,165,8,85,32,preparando,1,10.69
1189,92,3,19,526,preparando,4,27.92
1190,7,12,71,143,preparando,1,9.36
1191,10,7,82,423,completado,2,35.34
1192,125,18,48,573,cancelado,2,23.24
1193,43,14,25,314,pendiente,3,51.33
1194,33,18,92,664,pendiente,1,13.96
1195,2,12,30,411,completado,2,7.86
1196,189,18,13,476,preparando,4,55.28
1197,139,15,2,408,cancelado,1,19.45
1198,32,12,24,436,completado,2,24.7
1199,28,4,54,106,pendiente,4,54.52
1200,6,18,27,686,preparando,4,62.0
1201,27,12,20,521,pendiente,2,33.9
1202,87,8,100,100,cancelado,4,77.28
1203,174,3,98,600,preparando,2,31.0
1204,127,1,42,58,preparando,3,18.18
1205,89,3,14,474,pendiente,3,50.01
1206,173,16,37,155,completado,2,12.42
1207,84,19,98,32,cancelado,4,62.0
1208,106,18,33,599,pendiente,3,42.54
1209,195,16,39,497,cancelado,2,8.64
1210,103,18,96,46,pendiente,2,10.78
1211,84,20,92,429,cancelado,2,27.92
1212,51,20,34,571,cancelado,2,25.14
1213,86,1,100,621,completado,3,57.96
1214,113,18,60,488,completado,1,17.7
1215,81,2,97,710,cancelado,3,49.11
1216,131,14,27,96,cancelado,4,62.0
1217,24,5,13,31,completado,4,55.28
1218,54,6,88,150,cancelado,2,34.08
1219,14,14,17,479,cancelado,2,26.78
1220,63,1,12,598,preparando,3,32.61
1221,176,3,12,412,preparando,3,32.61
1222,106,6,65,718,preparando,3,38.43
1223,193,14,81,133,completado,3,19.08
1224,95,3,16,280,preparando,1,5.52
1225,87,7,56,424,pendiente,1,13.4
1226,11,19,47,185,preparando,3,47.76
1227,54,3,77,651,completado,2,20.88
1228,75,14,12,281,cancelado,1,10.87
1229,138,6,67,168,completado,2,16.48
1230,58,12,25,663,pendiente,2,34.22
1231,102,10,15,82,preparando,2,34.46
1232,79,20,57,722,completado,3,51.66
1233,142,14,71,290,cancelado,4,37.44
1234,196,2,22,64,pendiente,2,32.86
1235,173,15,79,696,pendiente,1,10.67
1236,106,8,89,258,completado,1,9.75
1237,98,6,25,82,cancelado,3,51.33
1238,70,2,67,278,preparando,2,16.48
1239,8,11,81,138,completado,2,12.72
1240,156,7,13,222,cancelado,2,27.64
1241,193,8,6,597,cancelado,1,3.28
1242,135,8,90,413,cancelado,4,45.8
1243,49,19,82,541,cancelado,2,35.34
1244,179,17,89,192,completado,1,9.75
1245,129,16,78,647,pendiente,3,37.05
1246,85,14,84,660,cancelado,2,33.36
1247,26,10,22,639,preparando,3,49.29
1248,98,1,37,158,pendiente,3,18.63
1249,61,3,53,245,cancelado,4,59.32
1250,47,9,57,126,cancelado,2,34.44
1251,10,18,53,730,completado,2,29.66
1252,137,6,36,727,cancelado,4,79.52
1253,54,4,28,648,completado,3,9.57
1254,122,8,93,516,pendiente,1,18.85
1255,191,9,66,152,preparando,2,38.48
1256,82,15,61,344,pendiente,1,11.62
1257,30,17,99,24,preparando,2,28.02
1258,6,16,84,240,cancelado,1,16.68
1259,99,7,85,600,completado,4,42.76
1260,82,19,96,108,cancelado,3,16.17
1261,187,3,36,230,completado,3,59.64
1262,122,3,34,657,pendiente,3,37.71
1263,150,5,81,525,cancelado,4,25.44
1264,97,14,60,617,preparando,4,70.8
1265,121,4,61,575,cancelado,4,46.48
1266,81,1,43,56,preparando,2,35.02
1267,7,16,98,351,pendiente,3,46.5
1268,30,9,55,75,cancelado,4,29.16
1269,136,18,92,682,completado,1,13.96
1270,4,11,78,636,pendiente,2,24.7
1271,94,3,77,196,cancelado,2,20.88
1272,25,16,53,255,cancelado,3,44.49
1273,17,2,26,674,pendiente,4,40.32
1274,113,7,91,60,cancelado,3,55.74
1275,115,19,76,386,preparando,2,6.74
1276,23,3,25,580,cancelado,3,51.33
1277,170,20,4,94,preparando,3,51.9
1278,131,2,66,694,cancelado,4,76.96
1279,190,8,43,121,completado,3,52.53
1280,54,6,18,724,cancelado,3,44.43
1281,188,1,45,542,preparando,1,16.12
1282,36,7,24,151,pendiente,2,24.7
1283,9,12,51,589,cancelado,1,10.07
1284,85,12,98,415,preparando,4,62.0
1285,41,18,14,94,completado,4,66.68
1286,120,16,2,654,preparando,4,77.8
1287,81,8,45,632,preparando,4,64.48
1288,17,20,50,119,cancelado,1,15.5
1289,181,6,18,603,preparando,3,44.43
1290,45,7,41,110,preparando,4,45.64
1291,189,11,52,201,cancelado,4,33.56
1292,156,5,25,651,preparando,3,51.33
1293,183,12,41,137,cancelado,1,11.41
1294,174,2,36,658,cancelado,3,59.64
1295,133,1,48,7,completado,2,23.24
1296,36,13,75,285,cancelado,4,67.48
1297,197,15,14,306,cancelado,1,16.67
1298,162,7,5,157,preparando,4,72.64
1299,73,18,20,518,preparando,1,16.95
1300,83,17,79,569,preparando,4,42.68
1301,15,8,45,602,preparando,3,48.36
1302,7,4,83,3,pendiente,3,26.19
1303,174,6,48,46,pendiente,1,11.62
1304,169,10,19,543,preparando,3,20.94
1305,175,16,73,414,completado,3,40.29
1306,30,12,98,678,preparando,1,15.5
1307,111,17,21,619,preparando,2,20.76
1308,54,8,10,149,completado,4,22.6
1309,13,17,40,81,preparando,1,9.75
1310,104,19,34,311,cancelado,2,25.14
1311,56,11,22,509,preparando,2,32.86
1312,78,10,58,153,cancelado,4,54.88
1313,109,3,78,467,pendiente,4,49.4
1314,164,13,45,307,pendiente,2,32.24
1315,29,12,46,621,completado,3,20.31
1316,181,14,13,661,cancelado,2,27.64
1317,156,18,54,550,cancelado,4,54.52
1318,143,2,50,334,cancelado,1,15.5
1319,171,5,63,588,completado,3,16.86
1320,177,5,82,462,completado,2,35.34
1321,44,7,19,578,preparando,2,13.96
1322,79,15,71,693,completado,2,18.72
1323,73,3,6,67,completado,4,13.12
1324,190,20,81,368,completado,3,19.08
1325,113,13,99,293,preparando,1,14.01
1326,23,7,38,188,preparando,2,16.16
1327,128,13,78,6,completado,2,24.7
1328,61,18,56,352,cancelado,4,53.6
1329,189,11,16,324,completado,2,11.04
1330,103,7,42,123,completado,2,12.12
1331,102,8,63,421,pendiente,3,16.86
1332,169,1,55,326,cancelado,2,14.58
1333,7,2,40,235,completado,1,9.75
1334,186,15,47,237,completado,1,15.92
1335,89,6,53,156,cancelado,4,59.32
1336,90,8,10,605,cancelado,1,5.65
1337,155,6,99,309,completado,4,56.04
1338,123,1,10,467,completado,4,22.6
1339,96,2,51,330,completado,2,20.14
1340,31,6,90,491,pendiente,2,22.9
1341,170,1,71,634,cancelado,2,18.72
1342,100,6,56,277,pendiente,4,53.6
1343,166,19,43,518,completado,2,35.02
1344,200,12,7,85,completado,3,56.82
1345,81,9,27,497,cancelado,3,46.5
1346,158,6,68,188,cancelado,2,37.0
1347,179,14,25,264,cancelado,1,17.11
1348,188,7,92,436,pendiente,2,27.92
1349,164,7,94,610,completado,2,13.42
1350,196,2,65,133,cancelado,2,25.62
1351,196,19,57,332,preparando,1,17.22
1352,70,12,47,670,completado,2,31.84
1353,15,18,95,504,completado,4,77.2
1354,67,7,66,422,pendiente,2,38.48
1355,9,4,92,180,pendiente,1,13.96
1356,180,16,91,594,cancelado,2,37.16
