y,x,street_count,highway,railway,geometry
9.8362045,-83.6481375,1,,,POINT (-83.6481375 9.8362045)
9.8369401,-83.6500239,3,,,POINT (-83.6500239 9.8369401)
9.8367383,-83.6503261,1,,,POINT (-83.6503261 9.8367383)
9.8668335,-83.6170353,3,,,POINT (-83.6170353 9.8668335)
9.8592302,-83.6182638,3,,,POINT (-83.6182638 9.8592302)
9.8554011,-83.6101708,1,,,POINT (-83.6101708 9.8554011)
9.9037178,-83.5713555,3,,,POINT (-83.5713555 9.9037178)
9.8959351,-83.572712,3,,,POINT (-83.572712 9.8959351)
9.8920946,-83.5776866,3,,,POINT (-83.5776866 9.8920946)
9.8896187,-83.5830429,3,,,POINT (-83.5830429 9.8896187)
9.8255803,-83.535077,3,,,POINT (-83.535077 9.8255803)
9.8314289,-83.5933211,3,,,POINT (-83.5933211 9.8314289)
9.8372034,-83.5964486,3,,,POINT (-83.5964486 9.8372034)
9.8421195,-83.5959163,3,,,POINT (-83.5959163 9.8421195)
9.8359897,-83.5920737,3,,,POINT (-83.5920737 9.8359897)
9.82835,-83.590368,3,,,POINT (-83.590368 9.82835)
9.8406738,-83.5975185,3,,,POINT (-83.5975185 9.8406738)
9.8409401,-83.5984975,3,,,POINT (-83.5984975 9.8409401)
9.8424784,-83.5971943,1,,,POINT (-83.5971943 9.8424784)
9.8402942,-83.5987218,3,,,POINT (-83.5987218 9.8402942)
9.8401634,-83.5975992,3,,,POINT (-83.5975992 9.8401634)
9.8485536,-83.6097123,3,,,POINT (-83.6097123 9.8485536)
9.8478774,-83.5751358,3,,,POINT (-83.5751358 9.8478774)
9.8417543,-83.5710186,3,,,POINT (-83.5710186 9.8417543)
9.8418626,-83.5719225,3,,,POINT (-83.5719225 9.8418626)
9.8802273,-83.5343145,3,,,POINT (-83.5343145 9.8802273)
9.8790095,-83.5403422,3,,,POINT (-83.5403422 9.8790095)
9.8758756,-83.547568,3,,,POINT (-83.547568 9.8758756)
9.8680167,-83.5525328,3,,,POINT (-83.5525328 9.8680167)
9.8816519,-83.5275775,3,,,POINT (-83.5275775 9.8816519)
9.9014271,-83.5645759,1,,,POINT (-83.5645759 9.9014271)
9.9030336,-83.5595441,3,,,POINT (-83.5595441 9.9030336)
9.8999866,-83.5644777,3,,,POINT (-83.5644777 9.8999866)
9.8822368,-83.5817984,3,,,POINT (-83.5817984 9.8822368)
9.8848994,-83.5501456,3,,,POINT (-83.5501456 9.8848994)
9.8990332,-83.6149961,3,,,POINT (-83.6149961 9.8990332)
9.9025105,-83.6168093,3,,,POINT (-83.6168093 9.9025105)
9.9398122,-83.645091,3,,,POINT (-83.645091 9.9398122)
9.9352243,-83.5899865,1,,,POINT (-83.5899865 9.9352243)
9.9348624,-83.5881376,3,,,POINT (-83.5881376 9.9348624)
9.9354849,-83.589871,1,,,POINT (-83.589871 9.9354849)
9.9350426,-83.5880906,3,,,POINT (-83.5880906 9.9350426)
9.9458088,-83.5885763,3,,,POINT (-83.5885763 9.9458088)
9.9532512,-83.5898137,3,,,POINT (-83.5898137 9.9532512)
9.9540645,-83.5904242,1,,,POINT (-83.5904242 9.9540645)
9.8741475,-83.6136456,3,,,POINT (-83.6136456 9.8741475)
9.8781269,-83.6077219,3,,,POINT (-83.6077219 9.8781269)
9.8830867,-83.6106133,3,,,POINT (-83.6106133 9.8830867)
9.8801182,-83.6246877,3,,,POINT (-83.6246877 9.8801182)
9.8946291,-83.5817047,3,,,POINT (-83.5817047 9.8946291)
9.8941741,-83.5807335,1,,,POINT (-83.5807335 9.8941741)
9.9251194,-83.5552204,1,,,POINT (-83.5552204 9.9251194)
9.9053946,-83.5690435,3,,,POINT (-83.5690435 9.9053946)
9.9056336,-83.5792369,3,,,POINT (-83.5792369 9.9056336)
9.8515246,-83.6095129,3,,,POINT (-83.6095129 9.8515246)
9.8611537,-83.6226337,3,,,POINT (-83.6226337 9.8611537)
9.9403903,-83.6738439,1,,,POINT (-83.6738439 9.9403903)
9.9432751,-83.6567465,1,,,POINT (-83.6567465 9.9432751)
9.9414683,-83.6548097,3,,,POINT (-83.6548097 9.9414683)
9.9367806,-83.657469,1,,,POINT (-83.657469 9.9367806)
9.9385143,-83.6571044,1,,,POINT (-83.6571044 9.9385143)
9.938866,-83.6548374,3,,,POINT (-83.6548374 9.938866)
9.9446535,-83.6691402,1,,,POINT (-83.6691402 9.9446535)
9.9178666,-83.6779197,3,,,POINT (-83.6779197 9.9178666)
9.9220291,-83.6760902,1,,,POINT (-83.6760902 9.9220291)
9.882971,-83.6763685,3,,,POINT (-83.6763685 9.882971)
9.9255964,-83.6969016,3,,,POINT (-83.6969016 9.9255964)
9.9255515,-83.697092,3,,,POINT (-83.697092 9.9255515)
9.8870536,-83.5831928,3,,,POINT (-83.5831928 9.8870536)
9.8855342,-83.5827609,3,,,POINT (-83.5827609 9.8855342)
9.8858373,-83.58356,3,,,POINT (-83.58356 9.8858373)
9.8844877,-83.5830709,3,,,POINT (-83.5830709 9.8844877)
9.8847602,-83.5817041,3,,,POINT (-83.5817041 9.8847602)
9.8870974,-83.5699623,1,,,POINT (-83.5699623 9.8870974)
9.9180018,-83.6786502,3,,,POINT (-83.6786502 9.9180018)
9.9177611,-83.6788026,3,,,POINT (-83.6788026 9.9177611)
9.9165988,-83.6784932,1,,,POINT (-83.6784932 9.9165988)
9.9168928,-83.6768194,3,,,POINT (-83.6768194 9.9168928)
9.9169019,-83.6778803,1,,,POINT (-83.6778803 9.9169019)
9.9164591,-83.6768261,3,,,POINT (-83.6768261 9.9164591)
9.9164591,-83.6777134,1,,,POINT (-83.6777134 9.9164591)
9.9160025,-83.677572,1,,,POINT (-83.677572 9.9160025)
9.8962668,-83.6894166,1,,,POINT (-83.6894166 9.8962668)
9.9735295,-83.6291096,1,,,POINT (-83.6291096 9.9735295)
9.9035015,-83.6833773,3,,level_crossing,POINT (-83.6833773 9.9035015)
9.9047505,-83.6818591,1,,,POINT (-83.6818591 9.9047505)
9.9021739,-83.6771683,1,,,POINT (-83.6771683 9.9021739)
9.9013854,-83.6774207,3,,,POINT (-83.6774207 9.9013854)
9.8974084,-83.6744316,3,,,POINT (-83.6744316 9.8974084)
9.896595,-83.6745185,1,turning_circle,,POINT (-83.6745185 9.896595)
9.8971728,-83.6721201,3,,,POINT (-83.6721201 9.8971728)
9.8966135,-83.6721715,1,turning_circle,,POINT (-83.6721715 9.8966135)
9.8971228,-83.6716058,3,,,POINT (-83.6716058 9.8971228)
9.8968543,-83.6716255,1,turning_circle,,POINT (-83.6716255 9.8968543)
9.8969277,-83.6744846,3,,,POINT (-83.6744846 9.8969277)
9.896967,-83.6748161,1,turning_circle,,POINT (-83.6748161 9.896967)
9.9036133,-83.6841824,3,,,POINT (-83.6841824 9.9036133)
9.9566147,-83.6075288,1,,,POINT (-83.6075288 9.9566147)
9.9195208,-83.6921815,1,,,POINT (-83.6921815 9.9195208)
9.9235899,-83.6931594,3,,,POINT (-83.6931594 9.9235899)
9.9126615,-83.7025783,3,,,POINT (-83.7025783 9.9126615)
9.9030029,-83.678265,1,,,POINT (-83.678265 9.9030029)
9.8848856,-83.5816007,3,,,POINT (-83.5816007 9.8848856)
9.8853652,-83.5812772,1,,,POINT (-83.5812772 9.8853652)
9.8894007,-83.5830723,3,,,POINT (-83.5830723 9.8894007)
9.8894529,-83.5808159,1,,,POINT (-83.5808159 9.8894529)
9.8884853,-83.583163,3,,,POINT (-83.583163 9.8884853)
9.8888716,-83.5838039,1,,,POINT (-83.5838039 9.8888716)
9.8751635,-83.675787,3,,,POINT (-83.675787 9.8751635)
9.8715221,-83.6734569,3,,,POINT (-83.6734569 9.8715221)
9.9178421,-83.6777872,3,,,POINT (-83.6777872 9.9178421)
9.9189172,-83.6773064,3,,,POINT (-83.6773064 9.9189172)
9.9177024,-83.6759967,3,,,POINT (-83.6759967 9.9177024)
9.9189937,-83.6774347,2,,,POINT (-83.6774347 9.9189937)
9.8656688,-83.6173593,3,,,POINT (-83.6173593 9.8656688)
9.8647742,-83.620901,4,,,POINT (-83.620901 9.8647742)
9.8650478,-83.6219028,1,,,POINT (-83.6219028 9.8650478)
9.8613099,-83.614988,1,,,POINT (-83.614988 9.8613099)
9.8586091,-83.6132551,3,,,POINT (-83.6132551 9.8586091)
9.858078,-83.6160663,1,,,POINT (-83.6160663 9.858078)
9.829505,-83.5881874,1,,,POINT (-83.5881874 9.829505)
9.8514754,-83.6028276,1,,,POINT (-83.6028276 9.8514754)
9.8539921,-83.5657267,3,,,POINT (-83.5657267 9.8539921)
9.8499215,-83.5643922,3,,,POINT (-83.5643922 9.8499215)
9.8490518,-83.5716736,3,,,POINT (-83.5716736 9.8490518)
9.8541353,-83.5726815,3,,,POINT (-83.5726815 9.8541353)
9.8520334,-83.5703786,3,,,POINT (-83.5703786 9.8520334)
9.8189387,-83.5701603,1,,,POINT (-83.5701603 9.8189387)
9.9092439,-83.6797099,3,,,POINT (-83.6797099 9.9092439)
9.9550644,-83.6571477,1,,,POINT (-83.6571477 9.9550644)
9.9548969,-83.6574546,1,,,POINT (-83.6574546 9.9548969)
9.9538336,-83.6566252,1,,,POINT (-83.6566252 9.9538336)
9.9539217,-83.655129,1,,,POINT (-83.655129 9.9539217)
9.9545628,-83.6558108,3,,,POINT (-83.6558108 9.9545628)
9.9530478,-83.656147,3,,,POINT (-83.656147 9.9530478)
9.9525166,-83.6565292,1,,,POINT (-83.6565292 9.9525166)
9.9518529,-83.653663,1,,,POINT (-83.653663 9.9518529)
9.9526333,-83.6528729,3,,,POINT (-83.6528729 9.9526333)
9.9528277,-83.6541458,1,,,POINT (-83.6541458 9.9528277)
9.8476342,-83.6941832,1,,,POINT (-83.6941832 9.8476342)
9.8257564,-83.7030506,3,,,POINT (-83.7030506 9.8257564)
9.8407895,-83.6763254,1,,,POINT (-83.6763254 9.8407895)
9.8371378,-83.687869,1,,,POINT (-83.687869 9.8371378)
9.8363011,-83.6875085,3,,,POINT (-83.6875085 9.8363011)
9.8527015,-83.6098821,1,,,POINT (-83.6098821 9.8527015)
9.8526302,-83.6093478,3,,,POINT (-83.6093478 9.8526302)
9.8531158,-83.6146703,1,,,POINT (-83.6146703 9.8531158)
9.9125169,-83.6665952,1,,,POINT (-83.6665952 9.9125169)
9.8925962,-83.6838346,1,,,POINT (-83.6838346 9.8925962)
9.8923715,-83.6832362,3,,,POINT (-83.6832362 9.8923715)
9.9047235,-83.7057596,3,,,POINT (-83.7057596 9.9047235)
9.8978292,-83.6954051,3,,,POINT (-83.6954051 9.8978292)
9.8960695,-83.6936972,1,,,POINT (-83.6936972 9.8960695)
9.8735657,-83.6958939,3,,,POINT (-83.6958939 9.8735657)
9.8733857,-83.6959822,3,,,POINT (-83.6959822 9.8733857)
9.8727825,-83.6966572,3,,,POINT (-83.6966572 9.8727825)
9.8739567,-83.6958657,3,,,POINT (-83.6958657 9.8739567)
9.8735807,-83.6987579,1,,,POINT (-83.6987579 9.8735807)
9.874942,-83.6957787,3,,,POINT (-83.6957787 9.874942)
9.8757168,-83.6956012,3,,,POINT (-83.6956012 9.8757168)
9.8769283,-83.694757,1,,,POINT (-83.694757 9.8769283)
9.8759087,-83.6954601,3,,,POINT (-83.6954601 9.8759087)
9.8759964,-83.6945783,1,,,POINT (-83.6945783 9.8759964)
9.8802719,-83.6907823,1,,,POINT (-83.6907823 9.8802719)
9.8823571,-83.6946325,3,,,POINT (-83.6946325 9.8823571)
9.8836808,-83.7019654,3,,,POINT (-83.7019654 9.8836808)
9.8831706,-83.701457,1,,,POINT (-83.701457 9.8831706)
9.9113044,-83.6708867,1,turning_circle,,POINT (-83.6708867 9.9113044)
9.9109623,-83.6772901,1,,,POINT (-83.6772901 9.9109623)
9.9098344,-83.6766306,1,,,POINT (-83.6766306 9.9098344)
9.9108442,-83.6774624,3,,,POINT (-83.6774624 9.9108442)
9.9097432,-83.6767917,3,,,POINT (-83.6767917 9.9097432)
9.9095269,-83.678459,4,,,POINT (-83.678459 9.9095269)
9.9133473,-83.6957433,3,,,POINT (-83.6957433 9.9133473)
9.9119437,-83.69717,1,,,POINT (-83.69717 9.9119437)
9.9165515,-83.6824158,1,,,POINT (-83.6824158 9.9165515)
9.9146835,-83.68509,1,,,POINT (-83.68509 9.9146835)
9.9090498,-83.7008604,1,,,POINT (-83.7008604 9.9090498)
9.9111685,-83.7025149,3,,,POINT (-83.7025149 9.9111685)
9.9105784,-83.7023956,3,,,POINT (-83.7023956 9.9105784)
9.9113039,-83.702066,3,,,POINT (-83.702066 9.9113039)
9.9106683,-83.7019908,3,,,POINT (-83.7019908 9.9106683)
9.9066921,-83.6901169,3,,,POINT (-83.6901169 9.9066921)
9.9061436,-83.6903396,1,,,POINT (-83.6903396 9.9061436)
9.9107651,-83.6667565,1,,,POINT (-83.6667565 9.9107651)
9.9120106,-83.6668405,1,,,POINT (-83.6668405 9.9120106)
9.9078958,-83.6665737,1,turning_circle,,POINT (-83.6665737 9.9078958)
9.9436366,-83.6625837,3,,,POINT (-83.6625837 9.9436366)
9.9165647,-83.668728,1,,,POINT (-83.668728 9.9165647)
9.9629145,-83.6290946,3,,,POINT (-83.6290946 9.9629145)
9.9557477,-83.6313614,1,,,POINT (-83.6313614 9.9557477)
9.9615085,-83.6331512,1,,,POINT (-83.6331512 9.9615085)
9.9599051,-83.6303132,3,,,POINT (-83.6303132 9.9599051)
9.9141979,-83.6798385,1,,,POINT (-83.6798385 9.9141979)
9.9162497,-83.6791255,1,,,POINT (-83.6791255 9.9162497)
9.9255712,-83.6988002,1,,,POINT (-83.6988002 9.9255712)
9.9250452,-83.6982155,3,,,POINT (-83.6982155 9.9250452)
9.9257033,-83.6987607,1,,,POINT (-83.6987607 9.9257033)
9.9255766,-83.6974169,3,,,POINT (-83.6974169 9.9255766)
9.8856874,-83.7021816,3,,,POINT (-83.7021816 9.8856874)
9.858493,-83.707094,3,,,POINT (-83.707094 9.858493)
9.8580941,-83.7017799,1,,,POINT (-83.7017799 9.8580941)
9.8698994,-83.700219,1,,,POINT (-83.700219 9.8698994)
9.8993656,-83.6828515,1,,,POINT (-83.6828515 9.8993656)
9.878078,-83.6363234,3,,,POINT (-83.6363234 9.878078)
9.8776759,-83.6359258,3,,,POINT (-83.6359258 9.8776759)
9.8786086,-83.6355367,3,,,POINT (-83.6355367 9.8786086)
9.8812371,-83.594584,1,,,POINT (-83.594584 9.8812371)
9.8731834,-83.6137066,3,,,POINT (-83.6137066 9.8731834)
9.8737416,-83.6140628,1,,,POINT (-83.6140628 9.8737416)
9.8758886,-83.6058819,3,,,POINT (-83.6058819 9.8758886)
9.8780612,-83.6194063,3,,,POINT (-83.6194063 9.8780612)
9.8765001,-83.6189936,1,,,POINT (-83.6189936 9.8765001)
9.88179,-83.5672999,3,,,POINT (-83.5672999 9.88179)
9.8823383,-83.5671184,3,,,POINT (-83.5671184 9.8823383)
9.8878511,-83.5631939,1,,,POINT (-83.5631939 9.8878511)
9.8822698,-83.5662934,3,,,POINT (-83.5662934 9.8822698)
9.9012713,-83.5635892,1,,,POINT (-83.5635892 9.9012713)
9.9004123,-83.5630466,3,,,POINT (-83.5630466 9.9004123)
9.9006198,-83.56299,3,,,POINT (-83.56299 9.9006198)
9.9007426,-83.5627488,3,,,POINT (-83.5627488 9.9007426)
9.9005439,-83.5618322,1,,,POINT (-83.5618322 9.9005439)
9.8996216,-83.5626403,1,,,POINT (-83.5626403 9.8996216)
9.9026211,-83.5577784,3,,,POINT (-83.5577784 9.9026211)
9.9042407,-83.5439131,1,,,POINT (-83.5439131 9.9042407)
9.9196734,-83.546889,1,,,POINT (-83.546889 9.9196734)
9.9208883,-83.5661333,3,,,POINT (-83.5661333 9.9208883)
9.9202258,-83.5669853,1,,,POINT (-83.5669853 9.9202258)
9.8680813,-83.5963006,3,,,POINT (-83.5963006 9.8680813)
9.8657143,-83.5941828,1,,,POINT (-83.5941828 9.8657143)
9.8935535,-83.544813,1,,,POINT (-83.544813 9.8935535)
9.8850933,-83.5501902,3,,,POINT (-83.5501902 9.8850933)
9.8857095,-83.5505032,3,,,POINT (-83.5505032 9.8857095)
9.8875057,-83.5501397,3,,,POINT (-83.5501397 9.8875057)
9.8866243,-83.5507788,3,,,POINT (-83.5507788 9.8866243)
9.8870112,-83.5499296,3,,,POINT (-83.5499296 9.8870112)
9.8468858,-83.5971308,1,,,POINT (-83.5971308 9.8468858)
9.823974,-83.6028116,1,,,POINT (-83.6028116 9.823974)
9.8212206,-83.6058223,1,,,POINT (-83.6058223 9.8212206)
9.8448128,-83.6014729,1,,,POINT (-83.6014729 9.8448128)
9.8443258,-83.6023452,3,,,POINT (-83.6023452 9.8443258)
9.8427659,-83.6003263,1,,,POINT (-83.6003263 9.8427659)
9.8402339,-83.6508615,3,,,POINT (-83.6508615 9.8402339)
9.8402499,-83.6515476,1,,,POINT (-83.6515476 9.8402499)
9.8421432,-83.6502133,1,,,POINT (-83.6502133 9.8421432)
9.8173375,-83.6179889,1,,,POINT (-83.6179889 9.8173375)
9.8191489,-83.6380328,1,,,POINT (-83.6380328 9.8191489)
9.8539927,-83.6249058,3,,,POINT (-83.6249058 9.8539927)
9.8536216,-83.6246434,1,,,POINT (-83.6246434 9.8536216)
9.8387658,-83.5989846,1,,,POINT (-83.5989846 9.8387658)
9.8414221,-83.597058,3,,,POINT (-83.597058 9.8414221)
9.8413942,-83.5966386,1,,,POINT (-83.5966386 9.8413942)
9.8427296,-83.5966543,1,,,POINT (-83.5966543 9.8427296)
9.8579253,-83.6060153,1,,,POINT (-83.6060153 9.8579253)
9.8520434,-83.6118411,3,,,POINT (-83.6118411 9.8520434)
9.8523941,-83.6117546,1,,,POINT (-83.6117546 9.8523941)
9.8512339,-83.6189076,3,,,POINT (-83.6189076 9.8512339)
9.8502491,-83.6204522,1,,,POINT (-83.6204522 9.8502491)
10.0123406,-83.6847336,1,,,POINT (-83.6847336 10.0123406)
9.9430497,-83.6419952,3,,,POINT (-83.6419952 9.9430497)
9.9620638,-83.6222035,3,,,POINT (-83.6222035 9.9620638)
9.9558606,-83.6278376,3,,,POINT (-83.6278376 9.9558606)
9.9548046,-83.62874,3,,,POINT (-83.62874 9.9548046)
9.9515252,-83.6275543,3,,,POINT (-83.6275543 9.9515252)
9.9555876,-83.6246262,1,,,POINT (-83.6246262 9.9555876)
9.9693012,-83.6573107,1,,,POINT (-83.6573107 9.9693012)
9.9684484,-83.6574188,3,,,POINT (-83.6574188 9.9684484)
9.9676175,-83.6557495,1,,,POINT (-83.6557495 9.9676175)
9.9679386,-83.6575222,3,,,POINT (-83.6575222 9.9679386)
9.9678934,-83.6580235,3,,,POINT (-83.6580235 9.9678934)
9.970178,-83.6663756,1,,,POINT (-83.6663756 9.970178)
9.9672325,-83.6591935,3,,,POINT (-83.6591935 9.9672325)
9.9680813,-83.6591347,1,,,POINT (-83.6591347 9.9680813)
9.9672699,-83.6590105,3,,,POINT (-83.6590105 9.9672699)
9.968412,-83.6585539,1,,,POINT (-83.6585539 9.968412)
9.9634779,-83.6599565,1,,,POINT (-83.6599565 9.9634779)
9.9670478,-83.6601702,3,,,POINT (-83.6601702 9.9670478)
9.9671914,-83.6592888,3,,,POINT (-83.6592888 9.9671914)
9.9672797,-83.6587546,3,,,POINT (-83.6587546 9.9672797)
9.966681,-83.659029,3,,,POINT (-83.659029 9.966681)
9.971123,-83.64111,3,,,POINT (-83.64111 9.971123)
9.9683799,-83.6280063,3,,,POINT (-83.6280063 9.9683799)
9.9685228,-83.6254356,1,,,POINT (-83.6254356 9.9685228)
9.967474,-83.624757,1,,,POINT (-83.624757 9.967474)
9.9681277,-83.629997,3,,,POINT (-83.629997 9.9681277)
9.9670385,-83.6301142,1,,,POINT (-83.6301142 9.9670385)
9.9681099,-83.6297737,3,,,POINT (-83.6297737 9.9681099)
9.967028,-83.6298433,1,,,POINT (-83.6298433 9.967028)
9.9688188,-83.6331707,3,,,POINT (-83.6331707 9.9688188)
9.969207,-83.633215,1,,,POINT (-83.633215 9.969207)
9.980629,-83.642796,1,,,POINT (-83.642796 9.980629)
9.9798013,-83.642628,3,,,POINT (-83.642628 9.9798013)
9.9806405,-83.6416425,1,,,POINT (-83.6416425 9.9806405)
9.979923,-83.6414293,3,,,POINT (-83.6414293 9.979923)
9.9980755,-83.6444098,3,,,POINT (-83.6444098 9.9980755)
9.9971453,-83.6444638,1,,,POINT (-83.6444638 9.9971453)
9.9948354,-83.6728864,1,,,POINT (-83.6728864 9.9948354)
10.0012011,-83.6634404,3,,,POINT (-83.6634404 10.0012011)
10.0093679,-83.6797512,1,,,POINT (-83.6797512 10.0093679)
10.0016455,-83.6409428,1,,,POINT (-83.6409428 10.0016455)
9.9949365,-83.6621814,3,,,POINT (-83.6621814 9.9949365)
9.9979505,-83.6339116,1,,,POINT (-83.6339116 9.9979505)
9.9430658,-83.6432896,3,,,POINT (-83.6432896 9.9430658)
9.9433545,-83.6430149,1,,,POINT (-83.6430149 9.9433545)
9.9954878,-83.6327598,1,,,POINT (-83.6327598 9.9954878)
9.9938039,-83.6329358,3,,,POINT (-83.6329358 9.9938039)
9.9937309,-83.6321304,3,,,POINT (-83.6321304 9.9937309)
9.9943948,-83.632085,3,,,POINT (-83.632085 9.9943948)
9.9951755,-83.6319793,1,,,POINT (-83.6319793 9.9951755)
9.9944199,-83.6328511,3,,,POINT (-83.6328511 9.9944199)
9.9939156,-83.631491,3,,,POINT (-83.631491 9.9939156)
9.9945477,-83.6315977,1,,,POINT (-83.6315977 9.9945477)
9.8773118,-83.6335008,1,,,POINT (-83.6335008 9.8773118)
9.877887,-83.6348996,1,,,POINT (-83.6348996 9.877887)
9.8767775,-83.633997,3,,,POINT (-83.633997 9.8767775)
9.87542,-83.6345397,3,,,POINT (-83.6345397 9.87542)
9.8756865,-83.6336258,1,,,POINT (-83.6336258 9.8756865)
9.8750395,-83.6343359,3,,,POINT (-83.6343359 9.8750395)
9.8751158,-83.6338415,1,,,POINT (-83.6338415 9.8751158)
9.9032052,-83.6181301,3,,,POINT (-83.6181301 9.9032052)
9.9004703,-83.6138239,1,,,POINT (-83.6138239 9.9004703)
9.9265889,-83.6290425,1,,,POINT (-83.6290425 9.9265889)
9.9196094,-83.6126811,1,,,POINT (-83.6126811 9.9196094)
9.9146937,-83.6203084,3,,,POINT (-83.6203084 9.9146937)
9.9209042,-83.6223205,3,,,POINT (-83.6223205 9.9209042)
9.9234546,-83.6212185,3,,,POINT (-83.6212185 9.9234546)
9.926333,-83.6179289,3,,,POINT (-83.6179289 9.926333)
9.9152705,-83.6188758,3,,,POINT (-83.6188758 9.9152705)
9.9151026,-83.6172662,1,,,POINT (-83.6172662 9.9151026)
9.9157867,-83.6181325,3,,,POINT (-83.6181325 9.9157867)
9.91581,-83.6168933,1,,,POINT (-83.6168933 9.91581)
9.9145692,-83.6016463,1,,,POINT (-83.6016463 9.9145692)
9.9226056,-83.6118482,1,,,POINT (-83.6118482 9.9226056)
9.9263285,-83.6077546,1,,,POINT (-83.6077546 9.9263285)
9.9369739,-83.5919657,3,,,POINT (-83.5919657 9.9369739)
9.9368985,-83.5911978,1,,,POINT (-83.5911978 9.9368985)
9.935018,-83.5888904,3,,,POINT (-83.5888904 9.935018)
9.9341377,-83.5896307,1,,,POINT (-83.5896307 9.9341377)
9.8391144,-83.5855091,3,,,POINT (-83.5855091 9.8391144)
9.8174845,-83.5911189,1,,,POINT (-83.5911189 9.8174845)
9.8793094,-83.5389677,3,,,POINT (-83.5389677 9.8793094)
9.8782332,-83.538291,3,,,POINT (-83.538291 9.8782332)
9.8589088,-83.5732542,1,,,POINT (-83.5732542 9.8589088)
9.8543568,-83.5740276,1,,,POINT (-83.5740276 9.8543568)
9.8621052,-83.5598052,3,,,POINT (-83.5598052 9.8621052)
9.866599,-83.5574016,1,,,POINT (-83.5574016 9.866599)
9.8639282,-83.5586659,3,,,POINT (-83.5586659 9.8639282)
9.8685356,-83.5522369,1,,,POINT (-83.5522369 9.8685356)
9.8810396,-83.5465207,3,,,POINT (-83.5465207 9.8810396)
9.8672341,-83.5334012,3,,,POINT (-83.5334012 9.8672341)
9.8476268,-83.544149,1,,,POINT (-83.544149 9.8476268)
9.865342,-83.5524238,3,,,POINT (-83.5524238 9.865342)
9.8548534,-83.5435026,3,,,POINT (-83.5435026 9.8548534)
9.8708371,-83.5269666,1,,,POINT (-83.5269666 9.8708371)
9.8828986,-83.5313588,1,,,POINT (-83.5313588 9.8828986)
9.8815175,-83.532468,4,,,POINT (-83.532468 9.8815175)
9.8818302,-83.5305239,1,,,POINT (-83.5305239 9.8818302)
9.8803102,-83.5340035,3,,,POINT (-83.5340035 9.8803102)
9.8779189,-83.5185072,1,,,POINT (-83.5185072 9.8779189)
9.881089,-83.5275128,3,,,POINT (-83.5275128 9.881089)
9.8812957,-83.5273449,3,,,POINT (-83.5273449 9.8812957)
9.8464651,-83.5640966,3,,,POINT (-83.5640966 9.8464651)
9.851141,-83.5285744,1,,,POINT (-83.5285744 9.851141)
9.8333533,-83.5378387,1,,,POINT (-83.5378387 9.8333533)
9.837788,-83.521496,1,,,POINT (-83.521496 9.837788)
9.8349114,-83.5287355,3,,,POINT (-83.5287355 9.8349114)
9.8337626,-83.499917,3,,,POINT (-83.499917 9.8337626)
9.8297479,-83.5022656,1,,,POINT (-83.5022656 9.8297479)
9.923396,-83.6957977,3,,,POINT (-83.6957977 9.923396)
9.9348466,-83.7028687,1,,,POINT (-83.7028687 9.9348466)
9.934266,-83.6997394,3,,,POINT (-83.6997394 9.934266)
9.9352953,-83.6995101,3,,,POINT (-83.6995101 9.9352953)
9.9347296,-83.698443,1,,,POINT (-83.698443 9.9347296)
9.9337207,-83.6923257,3,,,POINT (-83.6923257 9.9337207)
9.9325795,-83.6927573,3,,,POINT (-83.6927573 9.9325795)
9.9326405,-83.6895801,1,,,POINT (-83.6895801 9.9326405)
9.9374164,-83.5755623,1,,,POINT (-83.5755623 9.9374164)
9.9329278,-83.5720817,3,,,POINT (-83.5720817 9.9329278)
9.9544091,-83.5766503,1,,,POINT (-83.5766503 9.9544091)
9.9527439,-83.5685459,1,,,POINT (-83.5685459 9.9527439)
9.9546569,-83.569398,3,,,POINT (-83.569398 9.9546569)
9.9510752,-83.5654362,1,,,POINT (-83.5654362 9.9510752)
9.954029,-83.5696902,3,,,POINT (-83.5696902 9.954029)
9.9553777,-83.5679932,3,,,POINT (-83.5679932 9.9553777)
9.9539132,-83.5682359,1,,,POINT (-83.5682359 9.9539132)
9.8196017,-83.4476459,1,,,POINT (-83.4476459 9.8196017)
9.8213038,-83.44892,1,,,POINT (-83.44892 9.8213038)
9.8204991,-83.4516496,3,,,POINT (-83.4516496 9.8204991)
9.8207101,-83.4516089,1,,,POINT (-83.4516089 9.8207101)
9.8201798,-83.4495878,1,,,POINT (-83.4495878 9.8201798)
9.8212648,-83.4572874,1,,,POINT (-83.4572874 9.8212648)
9.8311356,-83.6707592,1,,,POINT (-83.6707592 9.8311356)
9.8397193,-83.6761451,1,,,POINT (-83.6761451 9.8397193)
9.9470716,-83.6954999,1,,,POINT (-83.6954999 9.9470716)
9.9457209,-83.5957033,3,,,POINT (-83.5957033 9.9457209)
9.9447143,-83.5967279,3,,,POINT (-83.5967279 9.9447143)
9.915949,-83.6887614,4,,,POINT (-83.6887614 9.915949)
9.9064835,-83.6707832,3,,,POINT (-83.6707832 9.9064835)
9.9061833,-83.6708147,1,,,POINT (-83.6708147 9.9061833)
9.891035,-83.5558856,1,,,POINT (-83.5558856 9.891035)
9.8907285,-83.5562825,1,,,POINT (-83.5562825 9.8907285)
9.8213412,-83.7043883,3,,,POINT (-83.7043883 9.8213412)
9.8531892,-83.5935786,1,,,POINT (-83.5935786 9.8531892)
